Accident ID,Date,Time,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
ba314a48,5/12/24,15:19,"London, UK",-56.567811,-179.195169,Snow,Under Construction,3,1,Drunk Driving
7f542c17,8/26/23,17:51,"London, UK",72.512628,-132.979586,Snow,Gravel,2,7,Speeding
df2c0097,6/14/23,11:16,"Mumbai, India",-82.886529,41.867645,Snow,Snowy,1,6,Reckless Driving
48a8b2a1,10/24/24,9:55,"Mumbai, India",42.279796,13.777995,Snow,Dry,1,2,Distracted Driving
7a70fa65,5/4/24,4:44,"Paris, France",45.872364,-157.402235,Hail,Gravel,5,5,Mechanical Failure
691f2ea4,12/17/24,9:00,"Tokyo, Japan",80.413667,-13.870439,Clear,Snowy,3,7,Mechanical Failure
296d5e94,8/23/24,11:58,"Sydney, Australia",27.148795,37.079237,Hail,Snowy,3,6,Reckless Driving
bf09990e,9/1/24,14:41,"Sydney, Australia",-63.222368,-65.486695,Clear,Wet,2,4,Mechanical Failure
d6a55e6f,9/1/24,14:27,"Paris, France",-42.866255,-160.476134,Storm,Wet,3,10,Reckless Driving
9a0b210c,10/8/23,7:14,"New York, USA",-21.475939,-82.989123,Fog,Dry,1,5,Drunk Driving
9a0cf67b,8/8/23,9:18,"Berlin, Germany",68.779491,-61.758062,Snow,Dry,5,4,Drunk Driving
67f11ba1,7/7/24,1:34,"Paris, France",84.455803,116.073694,Clear,Under Construction,3,5,Distracted Driving
99382b24,11/27/23,9:18,"Tokyo, Japan",-62.578575,66.901805,Rain,Dry,3,6,Weather Conditions
8f0328e3,12/26/23,10:48,"Sydney, Australia",-26.381622,45.147253,Fog,Snowy,2,10,Drunk Driving
58c2da69,10/30/24,21:48,"Tokyo, Japan",-71.609605,-146.2214,Fog,Dry,5,2,Mechanical Failure
9df381a4,1/22/23,7:27,"New York, USA",-47.246792,60.75475,Fog,Under Construction,1,6,Speeding
0b70f2f5,11/28/23,19:42,"London, UK",77.977366,13.672807,Rain,Gravel,3,7,Speeding
754184d3,6/17/24,20:58,"Sydney, Australia",73.987852,-163.99751,Clear,Dry,5,8,Speeding
6ebf8972,7/16/23,0:44,"New York, USA",17.294614,24.535164,Storm,Snowy,3,0,Speeding
c5544735,4/26/24,9:59,"Paris, France",-52.88538,-68.602273,Snow,Icy,1,7,Distracted Driving
dc0f921f,10/13/23,17:27,"London, UK",-82.570233,43.35946,Storm,Snowy,2,2,Speeding
8381ffb9,11/1/24,4:34,"Berlin, Germany",85.367287,-145.795253,Rain,Wet,3,7,Weather Conditions
9bcee4d1,5/30/24,1:05,"Mumbai, India",23.262632,-42.033977,Storm,Wet,5,2,Weather Conditions
bcec0fc5,7/10/23,11:47,"Paris, France",8.916617,-86.08847,Hail,Wet,2,6,Distracted Driving
ee616292,7/14/23,11:13,"Mumbai, India",13.169413,132.848656,Storm,Under Construction,2,1,Speeding
4889642d,2/7/23,12:48,"Mumbai, India",-22.546826,-92.974467,Snow,Dry,2,1,Weather Conditions
44414354,7/16/23,7:39,"Berlin, Germany",-3.31985,99.031681,Fog,Snowy,5,10,Distracted Driving
9726099b,8/21/23,5:25,"Tokyo, Japan",44.834736,-50.912655,Storm,Dry,4,2,Drunk Driving
31ad8e4a,8/10/24,6:03,"New York, USA",69.352266,49.908613,Clear,Dry,2,3,Mechanical Failure
504ec3d5,3/3/23,12:13,"Tokyo, Japan",37.424539,56.465333,Snow,Snowy,4,8,Drunk Driving
d4b7d520,9/16/24,2:43,"Mumbai, India",-51.77015,34.736045,Rain,Dry,5,3,Distracted Driving
94c2f93d,1/15/23,6:03,"Sydney, Australia",-78.287623,-171.447156,Fog,Wet,4,6,Mechanical Failure
acb1ee35,1/20/24,7:11,"New York, USA",-13.179427,-2.076249,Hail,Gravel,4,3,Speeding
c302786f,11/12/24,8:39,"Toronto, Canada",-66.435509,141.273027,Storm,Icy,5,9,Mechanical Failure
014ec9dd,1/29/23,2:45,"London, UK",-15.735222,-98.089071,Hail,Dry,4,10,Mechanical Failure
c1024d97,12/6/23,7:56,"London, UK",-56.266323,-34.356313,Rain,Icy,2,7,Weather Conditions
5bf57344,3/19/24,1:45,"Toronto, Canada",-56.158339,111.954905,Storm,Wet,3,6,Mechanical Failure
0d290d4d,7/28/24,4:53,"Tokyo, Japan",32.933702,122.152141,Clear,Wet,5,0,Speeding
f237f17e,11/11/24,11:04,"Berlin, Germany",-34.543157,-18.284555,Rain,Under Construction,3,0,Weather Conditions
e74f7e14,5/27/24,0:47,"Mumbai, India",-24.069869,-165.198657,Fog,Icy,5,10,Reckless Driving
a50b180c,4/19/24,0:36,"Toronto, Canada",76.821901,-157.457649,Clear,Icy,4,5,Weather Conditions
6ff980e1,6/14/23,10:34,"Mumbai, India",1.053916,62.700677,Clear,Dry,2,5,Weather Conditions
1910c7db,4/18/24,1:06,"Sydney, Australia",74.171929,1.316875,Clear,Dry,4,3,Drunk Driving
6b28308c,11/19/23,16:03,"New York, USA",-88.983801,124.765119,Storm,Icy,2,2,Reckless Driving
83647751,6/30/23,11:41,"New York, USA",-23.221528,16.126873,Clear,Under Construction,3,4,Speeding
0ea1a6f4,11/14/24,18:51,"London, UK",-77.640456,30.680174,Rain,Dry,3,4,Reckless Driving
5d4b2d82,10/27/23,23:31,"Tokyo, Japan",-3.427427,62.683272,Clear,Under Construction,2,9,Distracted Driving
7e561aed,2/28/23,10:49,"London, UK",50.463748,160.023825,Hail,Dry,1,1,Speeding
45cfea53,10/2/23,12:16,"New York, USA",3.087022,-118.995594,Clear,Gravel,2,9,Distracted Driving
ebb8b353,1/14/23,19:31,"Beijing, China",17.842099,-18.452059,Fog,Icy,4,2,Mechanical Failure
38f80f79,11/19/24,4:10,"Mumbai, India",-65.98915,-110.095334,Snow,Dry,2,7,Reckless Driving
df3b194c,12/1/23,11:36,"Paris, France",88.145358,-117.286909,Hail,Wet,3,1,Speeding
2b9573c0,4/20/24,23:20,"Mumbai, India",-17.154354,-56.041247,Clear,Gravel,1,3,Drunk Driving
4f569638,1/12/24,6:41,"Paris, France",-7.203349,-11.067377,Fog,Under Construction,2,9,Reckless Driving
6fc8bcf8,8/8/24,10:42,"London, UK",-56.735782,175.31921,Rain,Under Construction,3,1,Drunk Driving
add2618b,7/23/23,15:31,"Paris, France",46.445688,32.585627,Rain,Under Construction,2,6,Weather Conditions
c1aaa664,7/7/23,6:44,"Toronto, Canada",-60.326282,-60.810036,Storm,Icy,5,9,Drunk Driving
cb464a51,5/11/24,23:26,"Mumbai, India",-57.324225,88.569574,Storm,Dry,2,1,Drunk Driving
cf8f9c67,11/7/24,5:10,"Mumbai, India",64.273005,48.631223,Rain,Under Construction,1,9,Mechanical Failure
6d7d18e3,8/29/23,19:55,"Mumbai, India",73.701184,17.866584,Fog,Gravel,5,8,Speeding
3e065013,3/29/23,22:50,"New York, USA",-89.156409,56.257229,Storm,Wet,3,6,Speeding
236bece9,4/10/23,6:42,"Berlin, Germany",-34.700312,140.101832,Snow,Dry,3,6,Speeding
5e09cd3f,12/6/23,12:49,"New York, USA",-46.70898,137.404564,Fog,Icy,5,5,Mechanical Failure
ec0e27bc,3/2/23,7:22,"Berlin, Germany",70.381903,153.994945,Snow,Under Construction,4,9,Weather Conditions
abda4663,1/14/24,16:19,"Sydney, Australia",-40.239459,-111.454539,Rain,Icy,5,2,Mechanical Failure
6aa013c7,1/11/23,15:28,"Tokyo, Japan",-24.707357,-113.525152,Storm,Gravel,1,2,Weather Conditions
1a90eba4,5/19/24,17:04,"New York, USA",-33.450288,-160.780937,Clear,Snowy,3,7,Speeding
4917295f,7/14/24,13:28,"Toronto, Canada",-32.485266,90.007733,Fog,Snowy,2,5,Mechanical Failure
fe4e6163,8/13/23,8:23,"Toronto, Canada",-5.759831,-48.976251,Clear,Icy,2,1,Mechanical Failure
7c6120b3,11/11/23,8:19,"Berlin, Germany",-64.094116,3.129658,Storm,Icy,4,2,Mechanical Failure
112ffa4c,10/19/24,2:21,"Beijing, China",-88.284295,15.548605,Hail,Wet,2,6,Mechanical Failure
8854cfd4,11/30/23,11:07,"Mumbai, India",57.297029,-48.478359,Storm,Snowy,1,2,Distracted Driving
2329a7c9,10/26/23,20:42,"Beijing, China",9.20647,-18.544673,Hail,Icy,3,2,Drunk Driving
cc249140,5/24/23,12:36,"Berlin, Germany",-21.185406,83.677515,Rain,Gravel,3,10,Reckless Driving
e5f9f862,8/6/24,2:12,"Mumbai, India",-45.443113,-148.018584,Fog,Under Construction,1,3,Mechanical Failure
649fcc13,8/29/24,15:53,"Mumbai, India",-57.066011,53.72971,Fog,Wet,5,10,Mechanical Failure
bac4f67e,6/5/24,1:19,"Tokyo, Japan",46.188662,-19.203256,Storm,Wet,1,5,Reckless Driving
626eb50d,10/11/23,3:32,"Berlin, Germany",-65.15009,45.136836,Storm,Dry,4,8,Drunk Driving
1ff6ee90,12/20/23,7:31,"Sydney, Australia",-42.370479,137.800632,Snow,Dry,5,0,Reckless Driving
fe7ff6d3,11/16/24,20:57,"Paris, France",6.699612,-91.512588,Snow,Dry,4,8,Reckless Driving
75ca6e83,1/11/24,13:09,"New York, USA",2.213305,128.218134,Clear,Gravel,2,3,Drunk Driving
50836cda,7/3/24,0:43,"Beijing, China",-18.315945,-112.565932,Fog,Gravel,3,4,Distracted Driving
7f76203b,4/18/23,17:49,"Sydney, Australia",-14.035297,-168.122078,Snow,Icy,5,2,Weather Conditions
1bb44559,3/16/24,23:11,"Beijing, China",-36.367427,-53.458017,Clear,Dry,4,7,Speeding
667b18d5,9/26/23,18:46,"Berlin, Germany",58.450847,-113.618173,Rain,Icy,5,3,Distracted Driving
99d4e9a5,5/10/23,4:27,"London, UK",-20.393873,-156.364301,Fog,Icy,4,3,Reckless Driving
b352f63a,5/5/23,8:01,"Mumbai, India",36.667144,-91.484786,Snow,Under Construction,4,9,Reckless Driving
0d0b62a8,2/19/24,10:27,"Tokyo, Japan",55.056054,102.498884,Fog,Icy,3,4,Speeding
fb1b6db1,8/31/23,23:52,"Tokyo, Japan",67.44449,162.268936,Clear,Dry,3,4,Distracted Driving
b19086a6,6/28/23,0:32,"New York, USA",-75.238712,169.391771,Fog,Dry,2,2,Mechanical Failure
9dac0dab,5/8/24,7:58,"Mumbai, India",-19.976942,2.800687,Fog,Gravel,5,8,Distracted Driving
13074d64,9/11/24,5:57,"New York, USA",26.860517,-36.328439,Clear,Wet,4,5,Mechanical Failure
31738949,1/20/23,7:18,"Tokyo, Japan",10.605765,-57.863786,Rain,Gravel,3,3,Distracted Driving
ec0db6d3,6/30/23,19:37,"Paris, France",74.929799,178.96518,Rain,Under Construction,3,3,Distracted Driving
8b4ed02a,3/9/23,4:23,"Paris, France",-44.364988,114.356862,Rain,Dry,2,8,Drunk Driving
4e364259,3/13/23,14:15,"Paris, France",61.786421,9.3044,Rain,Wet,2,5,Reckless Driving
605566f0,6/25/24,2:02,"Mumbai, India",-89.460649,2.840434,Hail,Dry,3,2,Reckless Driving
88e151f3,2/7/23,21:49,"Paris, France",9.49164,-63.175705,Clear,Under Construction,2,5,Reckless Driving
294c505e,9/19/24,5:03,"Sydney, Australia",-5.006914,87.190329,Hail,Snowy,4,5,Mechanical Failure
a7ebf77c,11/11/24,15:06,"Toronto, Canada",-51.446762,-168.532663,Clear,Wet,5,2,Distracted Driving
746b42ef,4/19/24,10:14,"Sydney, Australia",38.288287,-108.851333,Clear,Gravel,3,1,Reckless Driving
6447d1af,3/19/24,8:13,"Berlin, Germany",54.436093,-40.353218,Fog,Gravel,5,7,Reckless Driving
726e6424,7/10/24,2:32,"Mumbai, India",-47.609343,121.875978,Storm,Snowy,4,9,Mechanical Failure
95cc0843,11/17/23,6:28,"Mumbai, India",-16.206781,138.642404,Rain,Under Construction,2,1,Weather Conditions
edf5e7e2,4/19/23,4:02,"Toronto, Canada",78.120731,-171.273889,Rain,Gravel,3,5,Mechanical Failure
07b7dcec,1/19/23,11:58,"Beijing, China",-67.89812,38.839805,Storm,Dry,2,6,Reckless Driving
071177fa,2/20/23,4:13,"London, UK",26.73058,41.809252,Snow,Under Construction,3,2,Mechanical Failure
b0f5d867,12/16/24,2:47,"London, UK",76.463862,19.30815,Hail,Under Construction,5,0,Weather Conditions
9b041437,10/13/24,2:32,"Mumbai, India",57.318181,-67.424123,Clear,Dry,2,0,Weather Conditions
d3ffdd71,3/20/24,2:20,"New York, USA",-74.013298,108.333704,Storm,Snowy,4,8,Drunk Driving
c3270131,5/18/23,5:13,"Tokyo, Japan",-58.209484,-15.755765,Rain,Dry,3,5,Distracted Driving
845211d2,12/1/24,1:06,"Berlin, Germany",81.994774,-6.73153,Rain,Snowy,1,1,Mechanical Failure
da131706,7/9/24,9:23,"Sydney, Australia",-28.968239,66.515924,Snow,Wet,4,5,Speeding
f23d869d,4/19/23,22:18,"Sydney, Australia",10.29283,2.264588,Rain,Gravel,2,10,Distracted Driving
f872f748,11/14/23,17:30,"Mumbai, India",-7.241142,172.832395,Storm,Dry,2,9,Drunk Driving
77725b94,9/24/23,17:30,"London, UK",-27.040827,60.488575,Storm,Dry,1,2,Speeding
e824be9e,2/2/24,18:49,"Beijing, China",-46.888794,4.413162,Storm,Dry,1,4,Drunk Driving
4e5da060,10/19/24,19:38,"Sydney, Australia",34.254519,-20.752161,Clear,Wet,2,6,Mechanical Failure
190c365d,12/3/23,23:47,"Toronto, Canada",-29.002033,-122.970472,Hail,Gravel,1,8,Speeding
9a410df3,2/28/23,6:15,"London, UK",14.628965,98.352611,Hail,Icy,4,3,Reckless Driving
c95d84f9,5/26/23,14:35,"New York, USA",-49.984546,162.022799,Storm,Wet,4,2,Mechanical Failure
bdca5da0,8/23/24,10:09,"London, UK",-28.798615,-58.802592,Hail,Gravel,3,1,Reckless Driving
9ca2a4a4,2/7/23,19:34,"New York, USA",58.818929,150.34734,Rain,Under Construction,1,0,Weather Conditions
3d75a7cd,6/18/24,14:21,"Berlin, Germany",-6.296784,13.562651,Hail,Under Construction,1,4,Mechanical Failure
0a417066,3/28/23,15:42,"Berlin, Germany",-26.185627,66.213167,Fog,Under Construction,5,2,Distracted Driving
46bbeab2,9/28/23,20:42,"New York, USA",-72.857156,-73.3546,Clear,Gravel,1,6,Mechanical Failure
aa81d0da,1/16/23,15:12,"Toronto, Canada",-82.550845,-94.195439,Fog,Gravel,4,9,Speeding
414a87a6,4/8/24,4:04,"Sydney, Australia",24.664297,-113.130779,Fog,Gravel,5,9,Weather Conditions
60699c60,4/22/23,3:20,"Tokyo, Japan",80.583135,-57.797917,Storm,Wet,5,0,Reckless Driving
512c9958,4/9/24,23:41,"Sydney, Australia",47.580264,46.975497,Snow,Gravel,4,3,Reckless Driving
96bbe77f,4/1/23,12:04,"New York, USA",-81.841805,-4.537038,Storm,Wet,5,8,Distracted Driving
fc51d84e,5/28/24,9:52,"London, UK",-16.506858,-111.704349,Storm,Snowy,2,0,Weather Conditions
5aa6438d,9/10/24,5:53,"Sydney, Australia",-7.717974,96.777895,Fog,Dry,1,2,Reckless Driving
7eb97317,1/4/23,14:21,"Tokyo, Japan",16.706108,-3.437792,Rain,Icy,1,3,Mechanical Failure
7292fba6,1/20/24,11:07,"Tokyo, Japan",60.401425,-47.591272,Snow,Wet,4,7,Mechanical Failure
d33e5d42,1/14/23,6:49,"Sydney, Australia",55.573495,139.288544,Hail,Under Construction,1,2,Mechanical Failure
89d66b12,7/24/23,14:18,"Mumbai, India",-13.012199,-128.972688,Storm,Snowy,3,6,Speeding
2435c7e2,3/8/24,6:57,"Mumbai, India",-42.755577,13.476614,Snow,Snowy,3,10,Mechanical Failure
3b6a45ae,4/29/23,2:03,"Tokyo, Japan",-7.705093,-15.459302,Snow,Dry,5,4,Speeding
7e8aaa10,4/20/24,9:34,"Beijing, China",36.973402,61.275228,Clear,Gravel,1,1,Drunk Driving
05a1c82d,12/2/23,10:29,"Mumbai, India",-26.100441,78.93898,Hail,Under Construction,3,8,Reckless Driving
27f7b08e,2/1/24,23:23,"Tokyo, Japan",-86.883143,-136.412497,Clear,Icy,4,10,Drunk Driving
4e10133d,1/17/23,2:00,"Mumbai, India",6.309268,-170.621272,Snow,Gravel,1,2,Distracted Driving
98d5ce38,5/16/24,13:15,"Paris, France",-27.637107,45.932168,Snow,Wet,5,10,Mechanical Failure
35e788aa,2/26/23,10:23,"London, UK",74.028039,37.689542,Rain,Icy,4,4,Weather Conditions
3d82e794,8/25/23,14:28,"Paris, France",-64.421239,68.358561,Snow,Snowy,3,9,Reckless Driving
352d35d9,2/7/23,19:28,"New York, USA",-29.851293,153.301154,Clear,Gravel,1,3,Distracted Driving
d3247ea1,11/19/24,11:24,"New York, USA",-56.426376,117.697697,Snow,Snowy,2,8,Weather Conditions
713f662c,11/6/24,23:22,"New York, USA",-14.66257,134.660726,Fog,Dry,5,1,Distracted Driving
e251b29c,5/4/24,3:03,"Mumbai, India",33.922481,29.18086,Clear,Under Construction,4,4,Weather Conditions
615dbda2,6/16/24,23:57,"London, UK",-34.519437,155.069596,Hail,Snowy,3,6,Drunk Driving
9227618e,6/27/23,16:52,"Mumbai, India",78.97345,115.681006,Hail,Gravel,4,2,Reckless Driving
1fcde9d6,2/22/23,13:43,"London, UK",43.13271,67.195922,Fog,Snowy,1,9,Reckless Driving
11193690,4/16/23,23:04,"Paris, France",75.263627,18.173164,Hail,Wet,5,5,Mechanical Failure
6212d3f9,2/5/24,3:31,"Beijing, China",-9.660284,-2.750823,Rain,Snowy,5,3,Weather Conditions
42eae771,11/1/24,2:35,"Paris, France",-1.849729,-157.123877,Fog,Under Construction,2,2,Drunk Driving
1f23d185,4/28/24,2:00,"Mumbai, India",-83.6302,-173.589239,Fog,Icy,2,2,Distracted Driving
158495a5,2/14/24,5:55,"Paris, France",-38.862796,138.193121,Clear,Snowy,5,8,Mechanical Failure
39d1bc74,7/15/23,3:16,"Sydney, Australia",87.537224,-14.894355,Rain,Dry,3,3,Drunk Driving
ed5cd0c6,5/12/24,0:43,"Paris, France",17.62481,165.207183,Fog,Wet,3,6,Reckless Driving
857d5c62,5/8/24,11:42,"London, UK",73.794154,-107.414047,Fog,Snowy,1,7,Drunk Driving
e08a9409,12/18/24,15:12,"Toronto, Canada",-7.380096,45.244729,Clear,Under Construction,1,6,Drunk Driving
888e4b8c,1/16/24,13:08,"Paris, France",-39.786538,14.158361,Snow,Gravel,5,8,Mechanical Failure
dbfdb731,3/5/24,17:52,"New York, USA",25.634777,-150.689818,Hail,Wet,4,4,Weather Conditions
54b07d76,6/29/24,22:34,"London, UK",-72.321987,71.917502,Hail,Under Construction,2,2,Weather Conditions
a3b04ea3,3/25/24,12:10,"Toronto, Canada",85.409405,-149.763995,Rain,Under Construction,1,8,Speeding
9e790703,7/3/23,17:35,"Toronto, Canada",89.384113,-18.015677,Hail,Snowy,5,2,Weather Conditions
e14fbc1c,7/18/24,18:36,"Sydney, Australia",-4.470042,164.818046,Snow,Wet,1,8,Reckless Driving
b2c574da,3/7/23,0:40,"London, UK",42.545276,148.542109,Snow,Icy,2,5,Reckless Driving
cbd31908,5/31/23,2:37,"Sydney, Australia",36.201818,-155.857302,Rain,Gravel,3,9,Reckless Driving
d61e3f90,8/23/24,19:53,"Tokyo, Japan",66.636789,-25.661964,Clear,Snowy,3,2,Mechanical Failure
fdf016da,11/22/23,10:54,"Beijing, China",71.20451,60.997661,Fog,Gravel,4,2,Weather Conditions
6e07146c,4/11/24,2:43,"Mumbai, India",33.319224,127.341959,Storm,Gravel,1,10,Reckless Driving
0367e710,10/8/23,12:12,"Berlin, Germany",16.728394,-167.350422,Storm,Gravel,3,9,Distracted Driving
bd8992e6,3/29/24,12:00,"Berlin, Germany",-13.079853,46.577447,Storm,Snowy,4,3,Mechanical Failure
b3e50a94,12/19/24,13:08,"Sydney, Australia",-37.828555,-177.617862,Snow,Icy,5,0,Mechanical Failure
f62e66d6,1/28/24,7:37,"Toronto, Canada",-0.186652,-45.883283,Hail,Wet,4,6,Speeding
00ce75b8,3/28/23,19:51,"Sydney, Australia",-69.073122,119.225852,Fog,Wet,3,0,Mechanical Failure
839b38a8,5/12/24,18:06,"London, UK",-23.380117,123.040808,Clear,Under Construction,3,3,Speeding
ae889350,7/12/23,6:40,"Mumbai, India",-40.808128,-73.188229,Rain,Snowy,4,8,Speeding
d6d3e9df,4/8/23,11:36,"Beijing, China",-59.554788,136.780717,Rain,Snowy,3,6,Speeding
2132200e,6/7/24,5:55,"Sydney, Australia",-73.941822,-172.695964,Clear,Gravel,5,0,Speeding
dd805cc1,7/30/24,22:16,"Sydney, Australia",-83.819898,-150.308076,Fog,Gravel,5,3,Drunk Driving
e6376228,2/4/23,13:20,"Tokyo, Japan",53.63516,16.584317,Fog,Under Construction,5,2,Distracted Driving
689c3d1d,8/12/24,12:04,"Beijing, China",63.237423,90.636311,Rain,Snowy,4,6,Mechanical Failure
c718bbff,3/8/23,22:32,"New York, USA",9.713248,47.493038,Snow,Dry,1,7,Reckless Driving
d8510c25,11/12/24,4:40,"Mumbai, India",84.051978,33.655354,Hail,Wet,5,2,Weather Conditions
6336781e,12/24/24,9:32,"Sydney, Australia",-73.500027,-88.758672,Hail,Snowy,3,1,Distracted Driving
470bc906,1/23/24,10:41,"Paris, France",-44.397987,-140.103264,Snow,Icy,2,0,Speeding
564265d1,11/5/23,12:55,"Berlin, Germany",16.726215,-100.199071,Snow,Icy,2,10,Reckless Driving
9ac6752c,6/14/24,10:41,"Mumbai, India",8.07921,2.912035,Fog,Dry,1,10,Distracted Driving
baebb8ee,11/3/23,18:54,"Beijing, China",-65.41236,-65.799677,Storm,Under Construction,1,5,Weather Conditions
bf60b70b,5/17/23,9:32,"New York, USA",-75.181026,-90.932524,Hail,Wet,5,7,Reckless Driving
624b1f4d,6/3/23,18:44,"Toronto, Canada",17.624622,-87.35162,Snow,Under Construction,5,1,Mechanical Failure
0f98fddd,8/3/23,3:46,"Tokyo, Japan",87.467652,19.044767,Fog,Icy,1,0,Drunk Driving
5cde572d,1/26/23,17:56,"Berlin, Germany",-76.647769,-126.229557,Snow,Icy,3,5,Reckless Driving
46787082,6/18/24,14:14,"Beijing, China",-44.719096,-104.120936,Rain,Wet,4,8,Mechanical Failure
3bc43be1,11/27/23,13:21,"Beijing, China",32.921744,20.987367,Clear,Gravel,3,8,Speeding
b27ce78b,7/11/24,22:37,"Sydney, Australia",18.05964,-34.600601,Clear,Gravel,5,7,Reckless Driving
fce01753,3/10/23,1:14,"Berlin, Germany",4.621306,-67.729847,Snow,Icy,1,0,Mechanical Failure
49a52c1e,9/3/23,15:39,"Tokyo, Japan",81.772052,104.271585,Fog,Under Construction,1,6,Weather Conditions
7a76ef78,6/16/24,18:38,"Toronto, Canada",-69.886056,-120.600157,Storm,Snowy,3,6,Drunk Driving
60109b27,6/14/24,16:28,"Mumbai, India",69.870884,100.886972,Clear,Dry,5,6,Drunk Driving
dd4f2b24,9/7/24,14:31,"London, UK",-16.80011,-80.561788,Fog,Dry,2,8,Drunk Driving
985a2dba,5/2/23,16:38,"London, UK",64.157392,-90.802949,Fog,Wet,4,1,Reckless Driving
44ab73e1,8/4/24,1:10,"Berlin, Germany",-34.152702,118.13204,Snow,Gravel,1,10,Mechanical Failure
2180655c,1/22/23,6:32,"Sydney, Australia",-57.903709,72.644493,Snow,Under Construction,2,4,Speeding
921da360,3/18/24,17:06,"Mumbai, India",8.048316,34.822471,Storm,Dry,3,3,Mechanical Failure
272e2ab2,8/23/24,15:34,"Tokyo, Japan",-61.867914,176.695117,Fog,Icy,1,5,Drunk Driving
14de6c30,4/22/24,18:11,"Berlin, Germany",11.526872,-158.419624,Storm,Icy,1,1,Reckless Driving
514dd9ff,1/22/23,1:21,"Tokyo, Japan",-24.138426,107.63801,Fog,Snowy,2,2,Reckless Driving
000f4296,11/14/24,8:57,"Mumbai, India",-17.393822,86.268417,Clear,Wet,5,2,Weather Conditions
b1590b77,5/28/24,0:46,"Beijing, China",36.036178,-178.160974,Snow,Icy,4,0,Speeding
efcf8864,6/28/24,6:55,"Toronto, Canada",-70.263108,-89.996922,Snow,Under Construction,4,10,Reckless Driving
42172f45,6/10/24,19:40,"Toronto, Canada",24.058059,-122.462819,Hail,Icy,5,3,Weather Conditions
316dc6c5,10/19/24,21:34,"Tokyo, Japan",51.364251,-140.721377,Storm,Dry,2,6,Weather Conditions
082f6ff5,2/28/23,8:27,"Toronto, Canada",-86.659707,61.939318,Clear,Snowy,3,0,Distracted Driving
020be370,10/2/24,9:52,"Berlin, Germany",1.7021,147.237607,Fog,Under Construction,3,4,Distracted Driving
1f26f03a,3/10/24,9:28,"Toronto, Canada",-65.457044,-80.04425,Storm,Wet,4,5,Drunk Driving
c6cd1461,8/28/24,3:43,"Beijing, China",-46.567541,-124.127855,Fog,Dry,4,6,Reckless Driving
be7164e5,11/7/23,14:43,"Mumbai, India",-16.86532,-36.355443,Storm,Under Construction,4,7,Speeding
de27fb25,2/20/23,7:04,"New York, USA",34.208707,-71.588209,Hail,Icy,5,10,Reckless Driving
18fc886d,7/18/23,2:02,"Sydney, Australia",0.266149,147.001641,Rain,Gravel,5,6,Speeding
ebab37ee,1/20/23,16:12,"Beijing, China",-83.036279,-7.260201,Snow,Snowy,2,8,Mechanical Failure
f8113b77,10/2/24,23:20,"Paris, France",84.236707,5.991305,Clear,Gravel,2,0,Reckless Driving
4aef0014,6/21/24,11:05,"Beijing, China",-38.401198,93.896465,Snow,Wet,1,8,Mechanical Failure
516366fe,5/24/24,1:31,"New York, USA",42.406338,-74.230505,Hail,Under Construction,1,0,Mechanical Failure
9.29E+10,4/30/24,8:52,"Toronto, Canada",52.217049,-100.154639,Hail,Icy,1,9,Weather Conditions
fec1c1b1,10/26/23,15:46,"Sydney, Australia",54.646732,172.850126,Fog,Icy,4,3,Speeding
d2d0ff78,5/20/24,17:56,"Mumbai, India",18.771505,179.494532,Rain,Under Construction,5,3,Drunk Driving
ac0096a6,10/3/23,4:28,"Toronto, Canada",27.610171,125.757799,Clear,Snowy,2,5,Distracted Driving
2.50E+55,4/3/24,18:25,"Berlin, Germany",73.826175,169.452041,Rain,Snowy,2,6,Weather Conditions
4d0d9217,8/21/24,3:19,"Berlin, Germany",27.766943,130.44389,Snow,Under Construction,2,2,Reckless Driving
2ad9944f,10/11/23,13:21,"Sydney, Australia",-35.164526,-124.960716,Clear,Icy,4,1,Speeding
f13203d1,7/17/24,1:51,"Tokyo, Japan",64.058244,-97.716232,Fog,Dry,5,5,Drunk Driving
d2c7d448,3/5/23,19:18,"Tokyo, Japan",-14.72707,122.63922,Snow,Dry,5,9,Weather Conditions
48a773df,10/22/24,6:29,"Berlin, Germany",2.930728,139.832086,Hail,Dry,2,5,Reckless Driving
7356e4b8,9/19/23,4:04,"London, UK",20.47999,173.075691,Snow,Icy,4,5,Speeding
0869c75a,12/16/24,20:53,"Mumbai, India",19.639154,-83.595439,Storm,Wet,2,5,Drunk Driving
03e8990f,8/8/23,0:37,"Paris, France",16.813894,123.877656,Hail,Gravel,2,4,Speeding
3277e989,2/22/23,2:22,"Berlin, Germany",-18.646223,143.401037,Clear,Gravel,5,10,Mechanical Failure
bf3528eb,5/6/24,13:25,"Beijing, China",52.395749,153.491309,Storm,Wet,5,8,Mechanical Failure
eb6d4cbd,6/23/24,16:40,"Toronto, Canada",59.194909,-3.197221,Snow,Icy,2,0,Reckless Driving
e207cb90,6/4/24,19:33,"Paris, France",-27.555698,0.365604,Snow,Dry,2,2,Speeding
e8c3cde8,8/16/24,1:55,"Beijing, China",-21.524657,-104.145549,Fog,Dry,2,3,Distracted Driving
d2aca594,9/27/23,20:30,"Sydney, Australia",-30.360093,-173.208239,Storm,Gravel,3,6,Weather Conditions
